ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Altura,Cruce,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA,ACUSADO
2016-0082,1,2016-06-27,2016,6,27,,1970-01-01 00:00:00.000000018,AV LA PLATA 2384,AVENIDA,LA PLATA AV.,2384.0,"COTO, Avenida Chiclana, Nueva Pompeya, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, 1263, Argentina",LA PLATA AV. 2384,4,-58.42273092,-34.64228803,PEATON-AUTO,PEATON,AUTO
2016-0083,1,2016-06-28,2016,6,28,,1970-01-01 00:00:00.000000020,AV JUAN B ALBERDI Y PUAN,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","199, Puan, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1406GRC, Argentina",PUAN,"ALBERDI, JUAN BAUTISTA AV. y PUAN",6,-58.44788671,-34.62539009,PEATON-MOTO,PEATON,MOTO
2016-0084,1,2016-06-29,2016,6,29,,1970-01-01 00:00:00.000000022,CARLOS PELLEGRINI Y TUCUMAN,CALLE,"PELLEGRINI, CARLOS","Tucumán, Microcentro, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1009, Argentina",TUCUMAN,"PELLEGRINI, CARLOS y TUCUMAN",1,-58.38110563,-34.60135531,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0085,1,2016-06-29,2016,6,29,,1970-01-01 00:00:00.000000022,AVDA ITE FRANCISCO RABANAL & AVDA EREZCANO,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","1899, Avenida Intendente Francisco Rabanal, Nueva Pompeya, Buenos Aires, Distrito del Deporte, Comuna 4, Ciudad Autónoma de Buenos Aires, 1437, Argentina",EREZCANO,"RABANAL, FRANCISCO, INTENDENTE AV. y EREZCANO",4,-58.42378834,-34.657341,MOTO-MOVIL,MOTO,OTRO
2016-0086,1,2016-06-30,2016,6,30,,1970-01-01 00:00:00.000000016,AV OLIVERA Y RAMON FALCON,AVENIDA,OLIVERA AV.,"4300, Coronel Ramón Lorenzo Falcón, Vélez Sarsfield, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407DYW, Argentina","FALCON, RAMON L.,CNEL.","OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0087,1,2016-07-02,2016,7,3,,1970-01-01 00:00:00.000000000,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI Y AV CASEROS,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,"1064, Avenida Caseros, Barracas, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, 1152, Argentina","1064, Avenida Caseros, Barracas, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, 1152, Argentina",AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1,-58.37864583,-34.62907067,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2016-0088,1,2016-07-11,2016,7,11,,1970-01-01 00:00:00.000000015,CERETTI Y NUÑEZ,CALLE,CERETTI,"3500, Ceretti, Villa Urquiza, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1431DUB, Argentina",NU?EZ,CERETTI y NUÃ‘EZ,12,-58.5015175,-34.56767549,PEATON-AUTO,PEATON,AUTO
2016-0089,1,2016-07-14,2016,7,14,,1970-01-01 00:00:00.000000006,AV LUGONES Y LA PAMPA,AUTOPISTA,"LUGONES, LEOPOLDO AV.","Avenida Leopoldo Lugones, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428DUB, Argentina",LA PAMPA,"LUGONES, LEOPOLDO AV. y LA PAMPA",13,-58.43233425,-34.55185825,PEATON-AUTO,PEATON,AUTO
2016-0090,1,2016-07-14,2016,7,14,,1970-01-01 00:00:00.000000022,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,"SALGUERO, JERONIMO","1, Colombres, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, C1204AAC, Argentina",RIVADAVIA AV.,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.6111224,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0092,1,2016-07-15,2016,7,15,,1970-01-01 00:00:00.000000011,AV GRAL PAZ Y AV LIBERTADOR ,GRAL PAZ,"PAZ, GRAL. AV.","1, Avenida del Libertador, Vicente López, Partido de Vicente López, Buenos Aires, C1429BNS, Argentina",DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO-CARGAS,MOTO,CARGAS
2016-0093,1,2016-07-17,2016,7,17,,1970-01-01 00:00:00.000000003,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","1102, Avenida Juan Bautista Alberdi, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1406GRN, Argentina","MITRE, EMILIO","ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO",6,-58.44362126,-34.62301748,AUTO-AUTO,AUTO,AUTO
2016-0095,1,2016-07-23,2016,7,23,,1970-01-01 00:00:00.000000006,MERCEDES Y AV GRAL MOSCONI,AVENIDA,MERCEDES,"4600, Mercedes, Villa Devoto, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1419GGI, Argentina",MOSCONI GENERAL AV.,MERCEDES y MOSCONI GENERAL AV.,11,-58.51713095,-34.59546519,MOTO-AUTO,MOTO,AUTO
2016-0096,1,2016-07-25,2016,7,25,,1970-01-01 00:00:00.000000007,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,"Autopista Teniente General Luis Dellepiane, Villa Lugano, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439ETV, Argentina","Autopista Teniente General Luis Dellepiane, Villa Lugano, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439ETV, Argentina",AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,-58.47433193007387,-34.66684950051973,MOTO-CARGAS,MOTO,CARGAS
2016-0097,1,2016-07-26,2016,7,26,,1970-01-01 00:00:00.000000018,SOLIS Y MEXICO,CALLE,SOLIS,"1700, México, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1078, Argentina",MEXICO,SOLIS y MEXICO,1,-58.39038605,-34.6156281,PEATON-AUTO,PEATON,AUTO
2016-0098,1,2016-07-27,2016,7,27,,1970-01-01 00:00:00.000000016,AV SAN JUAN Y ALBERTI,AVENIDA,SAN JUAN AV.,"1202, Alberti, San Cristóbal, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1229AAK, Argentina",ALBERTI,SAN JUAN AV. y ALBERTI,3,-58.40042405,-34.62356174,MOTO-CARGAS,MOTO,CARGAS
2016-0099,1,2016-07-29,2016,7,29,,1970-01-01 00:00:00.000000016,AV GRAL MOSCONI Y AV GRAL PAZ,GRAL PAZ,MOSCONI GENERAL AV.,"1, 405 - Pascual Pastorino, Sáenz Peña, Partido de Tres de Febrero, Buenos Aires, B1674ATA, Argentina","PAZ, GRAL. AV.","MOSCONI GENERAL AV. y PAZ, GRAL. AV.",11,-58.52340614,-34.59798754,CARGAS-CARGAS,CARGAS,CARGAS
2016-0100,1,2016-08-03,2016,8,3,,1970-01-01 00:00:00.000000023,AV GRAL PAZ  Y DONADO,GRAL PAZ,"PAZ, GRAL. AV.","3002, Avenida General Paz, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1430DQQ, Argentina",DONADO,"PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2016-0101,1,2016-08-07,2016,8,7,,1970-01-01 00:00:00.000000019,AV GRAL PAZ Y JORGE CHAVEZ,GRAL PAZ,"PAZ, GRAL. AV.","Jorge Chávez, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1408IGK, Argentina","CHAVEZ, JORGE","PAZ, GRAL. AV. y CHAVEZ, JORGE",9,-58.52932872,-34.65014993,SD-SD,SD,SD
2016-0102,1,2016-08-10,2016,8,10,,1970-01-01 00:00:00.000000023,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,"PERON, EVA AV.","7320, Avenida Eva Perón, Villa Lugano, Buenos Aires, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439GVN, Argentina","SUAREZ, JOSE LEON","PERON, EVA AV. y SUAREZ, JOSE LEON",9,-58.50011639,-34.67316502,MOTO-CARGAS,MOTO,CARGAS
2016-0104,1,2016-08-14,2016,8,14,,1970-01-01 00:00:00.000000021,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,ZINNY,"3899, Avenida Santiago de Compostela, Parque Avellaneda, Buenos Aires, Distrito del Deporte, Comuna 9, Ciudad Autónoma de Buenos Aires, C1407IVT, Argentina",SANTIAGO DE COMPOSTELA AV.,ZINNY y SANTIAGO DE COMPOSTELA AV.,9,-58.46635001,-34.65624369,MOTO-PASAJEROS,MOTO,PASAJEROS
2016-0105,1,2016-08-17,2016,8,17,,1970-01-01 00:00:00.000000000,AV FEDERICO LACROZE Y FRAGA,AVENIDA,"LACROZE, FEDERICO AV.","3902, Avenida Federico Lacroze, Chacarita, Buenos Aires, Distrito Audiovisual, Comuna 15, Ciudad Autónoma de Buenos Aires, C1427EDE, Argentina",FRAGA,"LACROZE, FEDERICO AV. y FRAGA",15,-58.45343236,-34.58435809,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0106,1,2016-08-19,2016,8,19,,1970-01-01 00:00:00.000000021,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,"PELLEGRINI, CARLOS","500, Avenida Del Libertador, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1059ABD, Argentina",DEL LIBERTADOR AV.,"PELLEGRINI, CARLOS y DEL LIBERTADOR AV.",1,-58.38090932,-34.58927731,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0107,1,2016-08-20,2016,8,20,,1970-01-01 00:00:00.000000008,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,"Autopista Presidente Arturo Frondizi, Barracas, Buenos Aires, Distrito del Diseño, Comuna 4, Ciudad Autónoma de Buenos Aires, C1293ACE, Argentina","Autopista Presidente Arturo Frondizi, Barracas, Buenos Aires, Distrito del Diseño, Comuna 4, Ciudad Autónoma de Buenos Aires, C1293ACE, Argentina",AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,-58.37157668,-34.65429986,MOTO-AUTO,MOTO,AUTO
2016-0109,1,2016-08-24,2016,8,24,,1970-01-01 00:00:00.000000005,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,AUTOPISTA PERITO MORENO,"301, Barragán, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1408AAK, Argentina",BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.52280139,-34.63659934,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2016-0110,1,2016-08-24,2016,8,24,,1970-01-01 00:00:00.000000020,AV ALBERDI Y CARHUE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","2001, Carhué, Mataderos, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1440ABU, Argentina",CARHUE,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.51232237,-34.6590353,PEATON-SD,PEATON,SD
2016-0111,1,2016-08-25,2016,8,25,,1970-01-01 00:00:00.000000009,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,LUGONES,"4502, La Pampa, Villa Ortúzar, Buenos Aires, Distrito Audiovisual, Comuna 15, Ciudad Autónoma de Buenos Aires, C1431FBB, Argentina",LA PAMPA,LUGONES y LA PAMPA,15,-58.47461905,-34.57663634,MOTO-CARGAS,MOTO,CARGAS
2016-0112,1,2016-08-27,2016,8,27,,1970-01-01 00:00:00.000000004,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 25 DE MAYO,"Autopista 25 de Mayo, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1046AAD, Argentina",AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.38268809,-34.62282019,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2016-0113,1,2016-08-27,2016,8,27,,1970-01-01 00:00:00.000000016,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","901, Guardia Nacional, Mataderos, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1440AAO, Argentina",GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.49603546,-34.64564271,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0114,1,2016-08-31,2016,8,31,,1970-01-01 00:00:00.000000011,SALGUERO 1410,CALLE,"SALGUERO, JERONIMO",1410.0,"3911, Avenida Honduras, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1180ACD, Argentina","SALGUERO, JERONIMO 1410",14,-58.41848605,-34.59394733,BICICLETA-CARGAS,BICICLETA,CARGAS
2016-0115,1,2016-09-02,2016,9,2,,1970-01-01 00:00:00.000000011,ARIAS Y TRONADOR,CALLE,ARIAS,"4102, Arias, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1430DQQ, Argentina",TRONADOR,ARIAS y TRONADOR,12,-58.48935041,-34.54917673,SD-CARGAS,SD,CARGAS
2016-0116,1,2016-09-02,2016,9,2,,1970-01-01 00:00:00.000000020,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,"Avenida Escalada, Villa Riachuelo, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439JCA, Argentina",ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-AUTO,MOTO,AUTO
2016-0117,1,2016-09-03,2016,9,3,,1970-01-01 00:00:00.000000015,AV DEL LIBERTADOR Y TAGLE,AVENIDA,DEL LIBERTADOR AV.,"1801, Avenida Del Libertador, Barrio Parque, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425AAS, Argentina",TAGLE,DEL LIBERTADOR AV. y TAGLE,14,-58.39936478,-34.58271474,AUTO-AUTO,AUTO,AUTO
2016-0118,1,2016-09-04,2016,9,4,,1970-01-01 00:00:00.000000003,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,"Policía Metropolitana, Avenida Bernardo de Irigoyen, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1152, Argentina","Policía Metropolitana, Avenida Bernardo de Irigoyen, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1152, Argentina",AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,1,-58.37936704,-34.62694503,AUTO-AUTO,AUTO,AUTO
2016-0119,1,2016-09-04,2016,9,4,,1970-01-01 00:00:00.000000006,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,"LARRALDE, CRISOLOGO AV.","5399, Crisólogo Larralde, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1431AJI, Argentina",TRIUNVIRATO AV.,"LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",12,-58.49659234,-34.56353635,SD-SD,SD,SD
2016-0122,1,2016-09-13,2016,9,13,,1970-01-01 00:00:00.000000007,AV EVA PERON 4233,AVENIDA,"PERON, EVA AV.",4233.0,"Calzados, Avenida Eva Perón, Parque Avellaneda, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1439BSN, Argentina","PERON, EVA AV. 4233",9,-58.47256391,-34.65194557,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2016-0123,1,2016-09-14,2016,9,14,,1970-01-01 00:00:00.000000009,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,ASAMBLEA AV.,"1999, Asamblea, Bajo Flores, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, 1047, Argentina","BONORINO, ESTEBAN, CNEL. AV.","ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.45130953,-34.64053676,MOTO-AUTO,MOTO,AUTO
2016-0124,1,2016-09-16,2016,9,16,,1970-01-01 00:00:00.000000015,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,RIVADAVIA AV.,"6900, Avenida Rivadavia, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406GLY, Argentina",RIVERA INDARTE AV.,RIVADAVIA AV. y RIVERA INDARTE AV.,7,-58.46271207,-34.62884871,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0125,1,2016-09-17,2016,9,17,,1970-01-01 00:00:00.000000012,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,AUTOPISTA PERITO MORENO,"Avenida Juan Bautista Alberdi, Parque Avellaneda, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1407GZZ, Argentina","ALBERDI, JUAN BAUTISTA AV.","AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",10,-58.49020869,-34.64243791,MOTO-MOTO,MOTO,MOTO
2016-0126,2,2016-09-18,2016,9,18,,1970-01-01 00:00:00.000000022,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,"Escuela Cristiana Evangélica Argentina, 2150, Irigoyen, Villa Real, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, 1408, Argentina",TINOGASTA,IRIGOYEN y TINOGASTA,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS
2016-0127,1,2016-09-24,2016,9,24,,1970-01-01 00:00:00.000000010,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,"ACOSTA, MARIANO","3399, Avenida Coronel Roca, Barrio Soldati, Villa Soldati, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1437CEE, Argentina","ROCA, CNEL. AV.","ACOSTA, MARIANO y ROCA, CNEL. AV.",8,-58.44094791,-34.66677111,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0128,1,2016-10-02,2016,10,2,,1970-01-01 00:00:00.000000011,CASTRO Y AV PAVON,AVENIDA,CASTRO,"3899, Avenida Pavón, Boedo, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1240, Argentina",PAVON AV.,CASTRO y PAVON AV.,5,-58.41914024,-34.6305389,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0130,1,2016-10-04,2016,10,4,,1970-01-01 00:00:00.000000012,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,"Brasil, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1152, Argentina","Brasil, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1152, Argentina",AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910942,-34.62764717,MOTO-CARGAS,MOTO,CARGAS
2016-0131,1,2016-10-09,2016,10,9,,1970-01-01 00:00:00.000000019,MIRAVE 3500,CALLE,MIRAVE,3500.0,"3496, Miravé, Barracas, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1437FBG, Argentina",MIRAVE 3500,4,-58.39871183,-34.64539318,PEATON-AUTO,PEATON,AUTO
2016-0132,1,2016-10-10,2016,10,10,,1970-01-01 00:00:00.000000002,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,SAN JUAN AV.,"1202, Oruro, San Cristóbal, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1233ABC, Argentina",24 DE NOVIEMBRE,SAN JUAN AV. y 24 DE NOVIEMBRE,3,-58.41036975,-34.62477021,AUTO-PASAJEROS,AUTO,PASAJEROS
2016-0133,1,2016-10-14,2016,10,14,,1970-01-01 00:00:00.000000000,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,LAS HERAS GENERAL AV.,"2899, Avenida General Las Heras, La Isla, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425AAS, Argentina",SANCHEZ DE BUSTAMANTE,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,14,-58.40204698,-34.5834269,MOTO-AUTO,MOTO,AUTO
2016-0134,1,2016-10-23,2016,10,23,,1970-01-01 00:00:00.000000005,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,PIEDRA BUENA AV.,"3800, Avenida Piedra Buena, Villa Lugano, Buenos Aires, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439HWJ, Argentina",2 DE ABRIL DE 1982,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,8,-58.48935287,-34.67648597,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2016-0135,1,2016-10-24,2016,10,24,,1970-01-01 00:00:00.000000005,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","Avenida Presidente Figueroa Alcorta, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425ABX, Argentina","PINEDO, INT.","FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",14,-58.42260225,-34.56403694,PEATON-SD,PEATON,SD
2016-0136,1,2016-10-25,2016,10,25,,1970-01-01 00:00:00.000000000,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,,,,4,,,MOTO-CARGAS,MOTO,CARGAS
2016-0137,1,2016-10-25,2016,10,25,,1970-01-01 00:00:00.000000000,AV SAN MARTIN Y LADINES,AVENIDA,SAN MARTIN AV.,"Metrobús San Martín, Villa Devoto, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1419ICG, Argentina",LADINES,SAN MARTIN AV. y LADINES,11,-58.51537091,-34.59035925,MOTO-MOTO,MOTO,MOTO
2016-0138,1,2016-10-27,2016,10,27,,1970-01-01 00:00:00.000000020,AV CABILDO Y BLANCO ENCALADA,AVENIDA,CABILDO AV.,"Blanco Encalada, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428AAG, Argentina",BLANCO ENCALADA,CABILDO AV. y BLANCO ENCALADA,13,-58.4590967,-34.55922742,BICICLETA-CARGAS,BICICLETA,CARGAS
2016-0139,1,2016-10-28,2016,10,28,,1970-01-01 00:00:00.000000023,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","Avenida Presidente Figueroa Alcorta, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425ABX, Argentina",DORREGO AV.,"FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",14,-58.42008769,-34.56539579,MOTO-MOTO,MOTO,MOTO
2016-0140,1,2016-10-31,2016,10,31,,1970-01-01 00:00:00.000000002,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,JURAMENTO AV.,"2100, Vuelta de Obligado, Barrio Chino, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1426ABB, Argentina",VUELTA DE OBLIGADO,JURAMENTO AV. y VUELTA DE OBLIGADO,13,-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS
2016-0142,1,2016-11-05,2016,11,5,,1970-01-01 00:00:00.000000023,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,"Avenida Maipú, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1006AAD, Argentina","RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,MOTO-PASAJEROS,MOTO,PASAJEROS
2016-0143,1,2016-11-06,2016,11,6,,1970-01-01 00:00:00.000000004,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,"Avenida Escalada, Villa Riachuelo, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439JCA, Argentina",ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-SD,MOTO,SD
2016-0144,1,2016-11-07,2016,11,7,,1970-01-01 00:00:00.000000012,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.",984.0,"992, Avenida Almirante Brown, La Boca, Buenos Aires, Distrito de Las Artes, Comuna 4, Ciudad Autónoma de Buenos Aires, 1158, Argentina","BROWN, ALTE. AV. 984",4,-58.35975012,-34.63343907,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0145,1,2016-11-07,2016,11,7,,1970-01-01 00:00:00.000000020,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,DEL LIBERTADOR AV.,"Avenida Del Libertador, Barrio Chino, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1426DQG, Argentina",LA PAMPA,DEL LIBERTADOR AV. y LA PAMPA,13,-58.44523595,-34.55953855,MOTO-AUTO,MOTO,AUTO
2016-0146,1,2016-11-09,2016,11,9,,1970-01-01 00:00:00.000000020,PICHINCHA Y AV BRASIL,AVENIDA,PICHINCHA AV.,"Avenida Pichincha, Parque Patricios, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, 1249, Argentina",BRASIL,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0147,1,2016-11-16,2016,11,16,,1970-01-01 00:00:00.000000021,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,"1600, Avenida Independencia, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1200ABP, Argentina","CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOVIL-PASAJEROS,MOVIL,PASAJEROS
2016-0148,1,2016-11-16,2016,11,16,,1970-01-01 00:00:00.000000022,AV GARMENDIA 4895,AVENIDA,GARMENDIA AV.,4895.0,"105, Ávalos, La Carbonilla, La Paternal, Buenos Aires, Distrito Audiovisual, Comuna 15, Ciudad Autónoma de Buenos Aires, C1427CRA, Argentina",GARMENDIA AV. 4895,15,-58.46536113,-34.59484504,MOTO-MOTO,MOTO,MOTO
